institute,date,party,votes
emnid,2004-06-04,LINKE,NA
emnid,2004-06-04,PIRATEN,NA
emnid,2004-06-04,AfD,NA
emnid,2004-05-20,CDU/CSU,0.47
emnid,2004-05-20,SPD,0.26
emnid,2004-05-20,GRÜNE,0.11
emnid,2004-05-20,FDP,0.06
emnid,2004-05-20,PDS,0.06
emnid,2004-05-20,Rechte,NA
emnid,2004-05-20,Sonstige,0.04
emnid,2004-05-20,Linke.PDS,NA
emnid,2004-05-20,LINKE,NA
emnid,2004-05-20,PIRATEN,NA
emnid,2004-05-20,AfD,NA
emnid,2004-05-13,CDU/CSU,0.48
emnid,2004-05-13,SPD,0.26
emnid,2004-05-13,GRÜNE,0.1
emnid,2004-05-13,FDP,0.06
emnid,2004-05-13,PDS,0.06
emnid,2004-05-13,Rechte,NA
emnid,2004-05-13,Sonstige,0.04
emnid,2004-05-13,Linke.PDS,NA
emnid,2004-05-13,LINKE,NA
emnid,2004-05-13,PIRATEN,NA
emnid,2004-05-13,AfD,NA
emnid,2004-05-07,CDU/CSU,0.47
emnid,2004-05-07,SPD,0.27
emnid,2004-05-07,GRÜNE,0.11
emnid,2004-05-07,FDP,0.06
emnid,2004-05-07,PDS,0.05
emnid,2004-05-07,Rechte,NA
emnid,2004-05-07,Sonstige,0.04
emnid,2004-05-07,Linke.PDS,NA
emnid,2004-05-07,LINKE,NA
emnid,2004-05-07,PIRATEN,NA
emnid,2004-05-07,AfD,NA
emnid,2004-04-30,CDU/CSU,0.47
emnid,2004-04-30,SPD,0.27
emnid,2004-04-30,GRÜNE,0.11
emnid,2004-04-30,FDP,0.07
emnid,2004-04-30,PDS,0.05
emnid,2004-04-30,Rechte,NA
emnid,2004-04-30,Sonstige,0.03
emnid,2004-04-30,Linke.PDS,NA
emnid,2004-04-30,LINKE,NA
emnid,2004-04-30,PIRATEN,NA
emnid,2004-04-30,AfD,NA
emnid,2004-04-23,CDU/CSU,0.46
emnid,2004-04-23,SPD,0.27
emnid,2004-04-23,GRÜNE,0.11
emnid,2004-04-23,FDP,0.07
emnid,2004-04-23,PDS,0.05
emnid,2004-04-23,Rechte,NA
emnid,2004-04-23,Sonstige,0.04
emnid,2004-04-23,Linke.PDS,NA
emnid,2004-04-23,LINKE,NA
emnid,2004-04-23,PIRATEN,NA
emnid,2004-04-23,AfD,NA
emnid,2004-04-15,CDU/CSU,0.47
emnid,2004-04-15,SPD,0.27
emnid,2004-04-15,GRÜNE,0.11
emnid,2004-04-15,FDP,0.06
emnid,2004-04-15,PDS,0.05
emnid,2004-04-15,Rechte,NA
emnid,2004-04-15,Sonstige,0.04
emnid,2004-04-15,Linke.PDS,NA
emnid,2004-04-15,LINKE,NA
emnid,2004-04-15,PIRATEN,NA
emnid,2004-04-15,AfD,NA
emnid,2004-04-01,CDU/CSU,0.48
emnid,2004-04-01,SPD,0.26
emnid,2004-04-01,GRÜNE,0.11
emnid,2004-04-01,FDP,0.06
emnid,2004-04-01,PDS,0.05
emnid,2004-04-01,Rechte,NA
emnid,2004-04-01,Sonstige,0.04
emnid,2004-04-01,Linke.PDS,NA
emnid,2004-04-01,LINKE,NA
emnid,2004-04-01,PIRATEN,NA
emnid,2004-04-01,AfD,NA
emnid,2004-03-25,CDU/CSU,0.49
emnid,2004-03-25,SPD,0.24
emnid,2004-03-25,GRÜNE,0.12
emnid,2004-03-25,FDP,0.06
emnid,2004-03-25,PDS,0.05
emnid,2004-03-25,Rechte,NA
emnid,2004-03-25,Sonstige,0.04
emnid,2004-03-25,Linke.PDS,NA
emnid,2004-03-25,LINKE,NA
emnid,2004-03-25,PIRATEN,NA
emnid,2004-03-25,AfD,NA
emnid,2004-03-18,CDU/CSU,0.49
emnid,2004-03-18,SPD,0.25
emnid,2004-03-18,GRÜNE,0.11
emnid,2004-03-18,FDP,0.06
emnid,2004-03-18,PDS,0.05
emnid,2004-03-18,Rechte,NA
emnid,2004-03-18,Sonstige,0.04
emnid,2004-03-18,Linke.PDS,NA
emnid,2004-03-18,LINKE,NA
emnid,2004-03-18,PIRATEN,NA
emnid,2004-03-18,AfD,NA
emnid,2004-03-12,CDU/CSU,0.5
emnid,2004-03-12,SPD,0.23
emnid,2004-03-12,GRÜNE,0.11
emnid,2004-03-12,FDP,0.07
emnid,2004-03-12,PDS,0.05
emnid,2004-03-12,Rechte,NA
emnid,2004-03-12,Sonstige,0.04
emnid,2004-03-12,Linke.PDS,NA
emnid,2004-03-12,LINKE,NA
emnid,2004-03-12,PIRATEN,NA
emnid,2004-03-12,AfD,NA
emnid,2004-03-04,CDU/CSU,0.48
emnid,2004-03-04,SPD,0.24
emnid,2004-03-04,GRÜNE,0.11
emnid,2004-03-04,FDP,0.08
emnid,2004-03-04,PDS,0.05
emnid,2004-03-04,Rechte,NA
emnid,2004-03-04,Sonstige,0.04
emnid,2004-03-04,Linke.PDS,NA
emnid,2004-03-04,LINKE,NA
emnid,2004-03-04,PIRATEN,NA
emnid,2004-03-04,AfD,NA
emnid,2004-02-26,CDU/CSU,0.48
emnid,2004-02-26,SPD,0.24
emnid,2004-02-26,GRÜNE,0.11
emnid,2004-02-26,FDP,0.07
emnid,2004-02-26,PDS,0.05
emnid,2004-02-26,Rechte,NA
emnid,2004-02-26,Sonstige,0.05
emnid,2004-02-26,Linke.PDS,NA
emnid,2004-02-26,LINKE,NA
emnid,2004-02-26,PIRATEN,NA
emnid,2004-02-26,AfD,NA
emnid,2004-02-19,CDU/CSU,0.47
emnid,2004-02-19,SPD,0.24
emnid,2004-02-19,GRÜNE,0.12
emnid,2004-02-19,FDP,0.08
emnid,2004-02-19,PDS,0.05
emnid,2004-02-19,Rechte,NA
emnid,2004-02-19,Sonstige,0.04
emnid,2004-02-19,Linke.PDS,NA
emnid,2004-02-19,LINKE,NA
emnid,2004-02-19,PIRATEN,NA
emnid,2004-02-19,AfD,NA
emnid,2004-02-11,CDU/CSU,0.49
emnid,2004-02-11,SPD,0.24
emnid,2004-02-11,GRÜNE,0.11
emnid,2004-02-11,FDP,0.07
emnid,2004-02-11,PDS,0.05
emnid,2004-02-11,Rechte,NA
emnid,2004-02-11,Sonstige,0.04
emnid,2004-02-11,Linke.PDS,NA
emnid,2004-02-11,LINKE,NA
emnid,2004-02-11,PIRATEN,NA
emnid,2004-02-11,AfD,NA
emnid,2004-02-05,CDU/CSU,0.48
emnid,2004-02-05,SPD,0.26
emnid,2004-02-05,GRÜNE,0.11
emnid,2004-02-05,FDP,0.07
emnid,2004-02-05,PDS,0.05
emnid,2004-02-05,Rechte,NA
emnid,2004-02-05,Sonstige,0.03
emnid,2004-02-05,Linke.PDS,NA
emnid,2004-02-05,LINKE,NA
emnid,2004-02-05,PIRATEN,NA
emnid,2004-02-05,AfD,NA
emnid,2004-01-29,CDU/CSU,0.49
emnid,2004-01-29,SPD,0.25
emnid,2004-01-29,GRÜNE,0.11
emnid,2004-01-29,FDP,0.07
emnid,2004-01-29,PDS,0.05
emnid,2004-01-29,Rechte,NA
emnid,2004-01-29,Sonstige,0.03
emnid,2004-01-29,Linke.PDS,NA
emnid,2004-01-29,LINKE,NA
emnid,2004-01-29,PIRATEN,NA
emnid,2004-01-29,AfD,NA
emnid,2004-01-22,CDU/CSU,0.48
emnid,2004-01-22,SPD,0.26
emnid,2004-01-22,GRÜNE,0.11
emnid,2004-01-22,FDP,0.07
emnid,2004-01-22,PDS,0.05
emnid,2004-01-22,Rechte,NA
emnid,2004-01-22,Sonstige,0.03
emnid,2004-01-22,Linke.PDS,NA
emnid,2004-01-22,LINKE,NA
emnid,2004-01-22,PIRATEN,NA
emnid,2004-01-22,AfD,NA
emnid,2004-01-15,CDU/CSU,0.48
emnid,2004-01-15,SPD,0.27
emnid,2004-01-15,GRÜNE,0.1
emnid,2004-01-15,FDP,0.07
emnid,2004-01-15,PDS,0.05
emnid,2004-01-15,Rechte,NA
emnid,2004-01-15,Sonstige,0.03
emnid,2004-01-15,Linke.PDS,NA
emnid,2004-01-15,LINKE,NA
emnid,2004-01-15,PIRATEN,NA
emnid,2004-01-15,AfD,NA
emnid,2004-01-08,CDU/CSU,0.47
emnid,2004-01-08,SPD,0.27
emnid,2004-01-08,GRÜNE,0.1
emnid,2004-01-08,FDP,0.07
emnid,2004-01-08,PDS,0.05
emnid,2004-01-08,Rechte,NA
emnid,2004-01-08,Sonstige,0.04
emnid,2004-01-08,Linke.PDS,NA
emnid,2004-01-08,LINKE,NA
emnid,2004-01-08,PIRATEN,NA
emnid,2004-01-08,AfD,NA
emnid,2004-01-01,CDU/CSU,0.48
emnid,2004-01-01,SPD,0.28
emnid,2004-01-01,GRÜNE,0.1
emnid,2004-01-01,FDP,0.06
emnid,2004-01-01,PDS,0.04
emnid,2004-01-01,Rechte,NA
emnid,2004-01-01,Sonstige,0.04
emnid,2004-01-01,Linke.PDS,NA
emnid,2004-01-01,LINKE,NA
emnid,2004-01-01,PIRATEN,NA
emnid,2004-01-01,AfD,NA
emnid,2005-11-29,CDU/CSU,0.34
emnid,2005-11-29,SPD,0.32
emnid,2005-11-29,GRÜNE,0.09
emnid,2005-11-29,FDP,0.1
emnid,2005-11-29,PDS,NA
emnid,2005-11-29,Rechte,NA
emnid,2005-11-29,Sonstige,0.04
emnid,2005-11-29,Linke.PDS,0.11
emnid,2005-11-29,LINKE,NA
emnid,2005-11-29,PIRATEN,NA
emnid,2005-11-29,AfD,NA
emnid,2005-11-22,CDU/CSU,0.32
emnid,2005-11-22,SPD,0.32
emnid,2005-11-22,GRÜNE,0.1
emnid,2005-11-22,FDP,0.11
emnid,2005-11-22,PDS,NA
emnid,2005-11-22,Rechte,NA
emnid,2005-11-22,Sonstige,0.05
emnid,2005-11-22,Linke.PDS,0.1
emnid,2005-11-22,LINKE,NA
emnid,2005-11-22,PIRATEN,NA
emnid,2005-11-22,AfD,NA
emnid,2005-11-15,CDU/CSU,0.33
emnid,2005-11-15,SPD,0.31
emnid,2005-11-15,GRÜNE,0.09
emnid,2005-11-15,FDP,0.12
emnid,2005-11-15,PDS,NA
emnid,2005-11-15,Rechte,NA
emnid,2005-11-15,Sonstige,0.04
emnid,2005-11-15,Linke.PDS,0.11
emnid,2005-11-15,LINKE,NA
emnid,2005-11-15,PIRATEN,NA
emnid,2005-11-15,AfD,NA
emnid,NA,CDU/CSU,0.35
emnid,NA,SPD,0.31
emnid,NA,GRÜNE,0.09
emnid,NA,FDP,0.11
emnid,NA,PDS,NA
emnid,NA,Rechte,NA
emnid,NA,Sonstige,0.04
emnid,NA,Linke.PDS,0.1
emnid,NA,LINKE,NA
emnid,NA,PIRATEN,NA
emnid,NA,AfD,NA
emnid,2005-11-03,CDU/CSU,0.34
emnid,2005-11-03,SPD,0.31
emnid,2005-11-03,GRÜNE,0.09
emnid,2005-11-03,FDP,0.11
emnid,2005-11-03,PDS,NA
emnid,2005-11-03,Rechte,NA
emnid,2005-11-03,Sonstige,0.04
emnid,2005-11-03,Linke.PDS,0.11
emnid,2005-11-03,LINKE,NA
emnid,2005-11-03,PIRATEN,NA
emnid,2005-11-03,AfD,NA
emnid,2005-11-01,CDU/CSU,0.34
emnid,2005-11-01,SPD,0.33
emnid,2005-11-01,GRÜNE,0.09
emnid,2005-11-01,FDP,0.1
emnid,2005-11-01,PDS,NA
emnid,2005-11-01,Rechte,NA
emnid,2005-11-01,Sonstige,0.04
emnid,2005-11-01,Linke.PDS,0.1
emnid,2005-11-01,LINKE,NA
emnid,2005-11-01,PIRATEN,NA
emnid,2005-11-01,AfD,NA
emnid,2005-10-26,CDU/CSU,0.35
emnid,2005-10-26,SPD,0.33
emnid,2005-10-26,GRÜNE,0.09
emnid,2005-10-26,FDP,0.09
emnid,2005-10-26,PDS,NA
emnid,2005-10-26,Rechte,NA
emnid,2005-10-26,Sonstige,0.04
emnid,2005-10-26,Linke.PDS,0.1
emnid,2005-10-26,LINKE,NA
emnid,2005-10-26,PIRATEN,NA
emnid,2005-10-26,AfD,NA
emnid,2005-10-18,CDU/CSU,0.35
emnid,2005-10-18,SPD,0.34
emnid,2005-10-18,GRÜNE,0.09
emnid,2005-10-18,FDP,0.09
emnid,2005-10-18,PDS,NA
emnid,2005-10-18,Rechte,NA
emnid,2005-10-18,Sonstige,0.04
emnid,2005-10-18,Linke.PDS,0.09
emnid,2005-10-18,LINKE,NA
emnid,2005-10-18,PIRATEN,NA
emnid,2005-10-18,AfD,NA
emnid,NA,CDU/CSU,0.37
emnid,NA,SPD,0.33
emnid,NA,GRÜNE,0.07
emnid,NA,FDP,0.09
emnid,NA,PDS,NA
emnid,NA,Rechte,NA
emnid,NA,Sonstige,0.04
emnid,NA,Linke.PDS,0.1
emnid,NA,LINKE,NA
emnid,NA,PIRATEN,NA
emnid,NA,AfD,NA
emnid,2005-09-22,CDU/CSU,0.36
emnid,2005-09-22,SPD,0.33
emnid,2005-09-22,GRÜNE,0.08
emnid,2005-09-22,FDP,0.1
emnid,2005-09-22,PDS,NA
emnid,2005-09-22,Rechte,NA
emnid,2005-09-22,Sonstige,0.03
emnid,2005-09-22,Linke.PDS,0.1
emnid,2005-09-22,LINKE,NA
emnid,2005-09-22,PIRATEN,NA
emnid,2005-09-22,AfD,NA
emnid,2005-09-18,CDU/CSU,0.352
emnid,2005-09-18,SPD,0.34199999999999997
emnid,2005-09-18,GRÜNE,0.081
emnid,2005-09-18,FDP,0.098
emnid,2005-09-18,PDS,NA
emnid,2005-09-18,Rechte,NA
emnid,2005-09-18,Sonstige,0.039
emnid,2005-09-18,Linke.PDS,0.087
emnid,2005-09-18,LINKE,NA
emnid,2005-09-18,PIRATEN,NA
emnid,2005-09-18,AfD,NA
emnid,2005-09-13,CDU/CSU,0.42000000000000004
emnid,2005-09-13,SPD,0.335
emnid,2005-09-13,GRÜNE,0.06999999999999999
emnid,2005-09-13,FDP,0.065
emnid,2005-09-13,PDS,NA
emnid,2005-09-13,Rechte,NA
emnid,2005-09-13,Sonstige,0.03
emnid,2005-09-13,Linke.PDS,0.08
emnid,2005-09-13,LINKE,NA
emnid,2005-09-13,PIRATEN,NA
emnid,2005-09-13,AfD,NA
emnid,2005-09-10,CDU/CSU,0.40499999999999997
emnid,2005-09-10,SPD,0.34500000000000003
emnid,2005-09-10,GRÜNE,0.07
emnid,2005-09-10,FDP,0.07
emnid,2005-09-10,PDS,NA
emnid,2005-09-10,Rechte,NA
emnid,2005-09-10,Sonstige,0.03
emnid,2005-09-10,Linke.PDS,0.08
emnid,2005-09-10,LINKE,NA
emnid,2005-09-10,PIRATEN,NA
emnid,2005-09-10,AfD,NA
emnid,2005-09-08,CDU/CSU,0.42
emnid,2005-09-08,SPD,0.33
emnid,2005-09-08,GRÜNE,0.07
emnid,2005-09-08,FDP,0.07
emnid,2005-09-08,PDS,NA
emnid,2005-09-08,Rechte,NA
emnid,2005-09-08,Sonstige,0.02
emnid,2005-09-08,Linke.PDS,0.09
emnid,2005-09-08,LINKE,NA
emnid,2005-09-08,PIRATEN,NA
emnid,2005-09-08,AfD,NA
emnid,2005-09-07,CDU/CSU,0.42
emnid,2005-09-07,SPD,0.32
emnid,2005-09-07,GRÜNE,0.07
emnid,2005-09-07,FDP,0.07
emnid,2005-09-07,PDS,NA
emnid,2005-09-07,Rechte,NA
emnid,2005-09-07,Sonstige,0.03
emnid,2005-09-07,Linke.PDS,0.09
emnid,2005-09-07,LINKE,NA
emnid,2005-09-07,PIRATEN,NA
emnid,2005-09-07,AfD,NA
emnid,2005-09-01,CDU/CSU,0.42
emnid,2005-09-01,SPD,0.31
emnid,2005-09-01,GRÜNE,0.07
emnid,2005-09-01,FDP,0.07
emnid,2005-09-01,PDS,NA
emnid,2005-09-01,Rechte,NA
emnid,2005-09-01,Sonstige,0.03
emnid,2005-09-01,Linke.PDS,0.1
emnid,2005-09-01,LINKE,NA
emnid,2005-09-01,PIRATEN,NA
emnid,2005-09-01,AfD,NA
emnid,2005-08-30,CDU/CSU,0.42
emnid,2005-08-30,SPD,0.3
emnid,2005-08-30,GRÜNE,0.07
emnid,2005-08-30,FDP,0.07
emnid,2005-08-30,PDS,NA
emnid,2005-08-30,Rechte,NA
emnid,2005-08-30,Sonstige,0.04
emnid,2005-08-30,Linke.PDS,0.1
emnid,2005-08-30,LINKE,NA
emnid,2005-08-30,PIRATEN,NA
emnid,2005-08-30,AfD,NA
emnid,2005-08-25,CDU/CSU,0.42
emnid,2005-08-25,SPD,0.3
emnid,2005-08-25,GRÜNE,0.08
emnid,2005-08-25,FDP,0.07
emnid,2005-08-25,PDS,NA
emnid,2005-08-25,Rechte,NA
emnid,2005-08-25,Sonstige,0.03
emnid,2005-08-25,Linke.PDS,0.1
emnid,2005-08-25,LINKE,NA
emnid,2005-08-25,PIRATEN,NA
emnid,2005-08-25,AfD,NA
emnid,2005-08-23,CDU/CSU,0.42
emnid,2005-08-23,SPD,0.3
emnid,2005-08-23,GRÜNE,0.08
emnid,2005-08-23,FDP,0.07
emnid,2005-08-23,PDS,NA
emnid,2005-08-23,Rechte,NA
emnid,2005-08-23,Sonstige,0.03
emnid,2005-08-23,Linke.PDS,0.1
emnid,2005-08-23,LINKE,NA
emnid,2005-08-23,PIRATEN,NA
emnid,2005-08-23,AfD,NA
emnid,2005-08-18,CDU/CSU,0.42
emnid,2005-08-18,SPD,0.29
emnid,2005-08-18,GRÜNE,0.07
emnid,2005-08-18,FDP,0.07
emnid,2005-08-18,PDS,NA
emnid,2005-08-18,Rechte,NA
emnid,2005-08-18,Sonstige,0.04
emnid,2005-08-18,Linke.PDS,0.11
emnid,2005-08-18,LINKE,NA
emnid,2005-08-18,PIRATEN,NA
emnid,2005-08-18,AfD,NA
emnid,2005-08-16,CDU/CSU,0.42
emnid,2005-08-16,SPD,0.29
emnid,2005-08-16,GRÜNE,0.08
emnid,2005-08-16,FDP,0.07
emnid,2005-08-16,PDS,NA
emnid,2005-08-16,Rechte,NA
emnid,2005-08-16,Sonstige,0.03
emnid,2005-08-16,Linke.PDS,0.11
emnid,2005-08-16,LINKE,NA
emnid,2005-08-16,PIRATEN,NA
emnid,2005-08-16,AfD,NA
emnid,2005-08-11,CDU/CSU,0.41
emnid,2005-08-11,SPD,0.28
emnid,2005-08-11,GRÜNE,0.08
emnid,2005-08-11,FDP,0.08
emnid,2005-08-11,PDS,NA
emnid,2005-08-11,Rechte,NA
emnid,2005-08-11,Sonstige,0.03
emnid,2005-08-11,Linke.PDS,0.12
emnid,2005-08-11,LINKE,NA
emnid,2005-08-11,PIRATEN,NA
emnid,2005-08-11,AfD,NA
emnid,2005-08-10,CDU/CSU,0.42
emnid,2005-08-10,SPD,0.28
emnid,2005-08-10,GRÜNE,0.07
emnid,2005-08-10,FDP,0.07
emnid,2005-08-10,PDS,NA
emnid,2005-08-10,Rechte,NA
emnid,2005-08-10,Sonstige,0.04
emnid,2005-08-10,Linke.PDS,0.12
emnid,2005-08-10,LINKE,NA
emnid,2005-08-10,PIRATEN,NA
emnid,2005-08-10,AfD,NA
emnid,2005-08-04,CDU/CSU,0.43
emnid,2005-08-04,SPD,0.26
emnid,2005-08-04,GRÜNE,0.08
emnid,2005-08-04,FDP,0.07
emnid,2005-08-04,PDS,NA
emnid,2005-08-04,Rechte,NA
emnid,2005-08-04,Sonstige,0.03
emnid,2005-08-04,Linke.PDS,0.13
emnid,2005-08-04,LINKE,NA
emnid,2005-08-04,PIRATEN,NA
emnid,2005-08-04,AfD,NA
emnid,2005-08-03,CDU/CSU,0.42
emnid,2005-08-03,SPD,0.26
emnid,2005-08-03,GRÜNE,0.08
emnid,2005-08-03,FDP,0.08
emnid,2005-08-03,PDS,NA
emnid,2005-08-03,Rechte,NA
emnid,2005-08-03,Sonstige,0.04
emnid,2005-08-03,Linke.PDS,0.12
emnid,2005-08-03,LINKE,NA
emnid,2005-08-03,PIRATEN,NA
emnid,2005-08-03,AfD,NA
emnid,2005-07-29,CDU/CSU,0.42
emnid,2005-07-29,SPD,0.26
emnid,2005-07-29,GRÜNE,0.09
emnid,2005-07-29,FDP,0.08
emnid,2005-07-29,PDS,NA
emnid,2005-07-29,Rechte,NA
emnid,2005-07-29,Sonstige,0.03
emnid,2005-07-29,Linke.PDS,0.12
emnid,2005-07-29,LINKE,NA
emnid,2005-07-29,PIRATEN,NA
emnid,2005-07-29,AfD,NA
emnid,2005-07-22,CDU/CSU,0.43
emnid,2005-07-22,SPD,0.27
emnid,2005-07-22,GRÜNE,0.08
emnid,2005-07-22,FDP,0.07
emnid,2005-07-22,PDS,NA
emnid,2005-07-22,Rechte,NA
emnid,2005-07-22,Sonstige,0.03
emnid,2005-07-22,Linke.PDS,0.12
emnid,2005-07-22,LINKE,NA
emnid,2005-07-22,PIRATEN,NA
emnid,2005-07-22,AfD,NA
emnid,2005-07-16,CDU/CSU,0.43
emnid,2005-07-16,SPD,0.27
emnid,2005-07-16,GRÜNE,0.08
emnid,2005-07-16,FDP,0.07
emnid,2005-07-16,PDS,NA
emnid,2005-07-16,Rechte,NA
emnid,2005-07-16,Sonstige,0.03
emnid,2005-07-16,Linke.PDS,0.12
emnid,2005-07-16,LINKE,NA
emnid,2005-07-16,PIRATEN,NA
emnid,2005-07-16,AfD,NA
emnid,2005-07-15,CDU/CSU,0.43
emnid,2005-07-15,SPD,0.27
emnid,2005-07-15,GRÜNE,0.08
emnid,2005-07-15,FDP,0.07
emnid,2005-07-15,PDS,NA
emnid,2005-07-15,Rechte,NA
emnid,2005-07-15,Sonstige,0.03
emnid,2005-07-15,Linke.PDS,0.12
emnid,2005-07-15,LINKE,NA
emnid,2005-07-15,PIRATEN,NA
emnid,2005-07-15,AfD,NA
emnid,2005-07-09,CDU/CSU,0.43
emnid,2005-07-09,SPD,0.28
emnid,2005-07-09,GRÜNE,0.08
emnid,2005-07-09,FDP,0.07
emnid,2005-07-09,PDS,NA
emnid,2005-07-09,Rechte,NA
emnid,2005-07-09,Sonstige,0.03
emnid,2005-07-09,Linke.PDS,0.11
emnid,2005-07-09,LINKE,NA
emnid,2005-07-09,PIRATEN,NA
emnid,2005-07-09,AfD,NA
emnid,2005-07-05,CDU/CSU,0.43
emnid,2005-07-05,SPD,0.27
emnid,2005-07-05,GRÜNE,0.08
emnid,2005-07-05,FDP,0.07
emnid,2005-07-05,PDS,NA
emnid,2005-07-05,Rechte,NA
emnid,2005-07-05,Sonstige,0.04
emnid,2005-07-05,Linke.PDS,0.11
emnid,2005-07-05,LINKE,NA
emnid,2005-07-05,PIRATEN,NA
emnid,2005-07-05,AfD,NA
emnid,2005-07-02,CDU/CSU,0.44
emnid,2005-07-02,SPD,0.26
emnid,2005-07-02,GRÜNE,0.09
emnid,2005-07-02,FDP,0.07
emnid,2005-07-02,PDS,NA
emnid,2005-07-02,Rechte,NA
emnid,2005-07-02,Sonstige,0.03
emnid,2005-07-02,Linke.PDS,0.11
emnid,2005-07-02,LINKE,NA
emnid,2005-07-02,PIRATEN,NA
emnid,2005-07-02,AfD,NA
emnid,2005-06-25,CDU/CSU,0.46
emnid,2005-06-25,SPD,0.27
emnid,2005-06-25,GRÜNE,0.08
emnid,2005-06-25,FDP,0.07
emnid,2005-06-25,PDS,NA
emnid,2005-06-25,Rechte,NA
emnid,2005-06-25,Sonstige,0.03
emnid,2005-06-25,Linke.PDS,0.09
emnid,2005-06-25,LINKE,NA
emnid,2005-06-25,PIRATEN,NA
emnid,2005-06-25,AfD,NA
emnid,2005-06-18,CDU/CSU,0.45
emnid,2005-06-18,SPD,0.27
emnid,2005-06-18,GRÜNE,0.08
emnid,2005-06-18,FDP,0.07
emnid,2005-06-18,PDS,NA
emnid,2005-06-18,Rechte,NA
emnid,2005-06-18,Sonstige,0.04
emnid,2005-06-18,Linke.PDS,0.09
emnid,2005-06-18,LINKE,NA
emnid,2005-06-18,PIRATEN,NA
emnid,2005-06-18,AfD,NA
emnid,2005-06-14,CDU/CSU,0.46
emnid,2005-06-14,SPD,0.28
emnid,2005-06-14,GRÜNE,0.08
emnid,2005-06-14,FDP,0.07
emnid,2005-06-14,PDS,NA
emnid,2005-06-14,Rechte,NA
emnid,2005-06-14,Sonstige,0.03
emnid,2005-06-14,Linke.PDS,0.08
emnid,2005-06-14,LINKE,NA
emnid,2005-06-14,PIRATEN,NA
emnid,2005-06-14,AfD,NA
emnid,2005-06-11,CDU/CSU,0.48
emnid,2005-06-11,SPD,0.27
emnid,2005-06-11,GRÜNE,0.08
emnid,2005-06-11,FDP,0.07
emnid,2005-06-11,PDS,NA
emnid,2005-06-11,Rechte,NA
emnid,2005-06-11,Sonstige,0.04
emnid,2005-06-11,Linke.PDS,0.06
emnid,2005-06-11,LINKE,NA
emnid,2005-06-11,PIRATEN,NA
emnid,2005-06-11,AfD,NA
emnid,2005-06-04,CDU/CSU,0.48
emnid,2005-06-04,SPD,0.28
emnid,2005-06-04,GRÜNE,0.08
emnid,2005-06-04,FDP,0.06
emnid,2005-06-04,PDS,NA
emnid,2005-06-04,Rechte,NA
emnid,2005-06-04,Sonstige,0.04
emnid,2005-06-04,Linke.PDS,0.06
emnid,2005-06-04,LINKE,NA
emnid,2005-06-04,PIRATEN,NA
emnid,2005-06-04,AfD,NA
emnid,2005-05-31,CDU/CSU,0.47
emnid,2005-05-31,SPD,0.29
emnid,2005-05-31,GRÜNE,0.08
emnid,2005-05-31,FDP,0.06
emnid,2005-05-31,PDS,NA
emnid,2005-05-31,Rechte,NA
emnid,2005-05-31,Sonstige,0.04
emnid,2005-05-31,Linke.PDS,0.06
emnid,2005-05-31,LINKE,NA
emnid,2005-05-31,PIRATEN,NA
emnid,2005-05-31,AfD,NA
emnid,2005-05-18,CDU/CSU,0.44
emnid,2005-05-18,SPD,0.29
emnid,2005-05-18,GRÜNE,0.1
emnid,2005-05-18,FDP,0.08
emnid,2005-05-18,PDS,NA
emnid,2005-05-18,Rechte,NA
emnid,2005-05-18,Sonstige,0.04
emnid,2005-05-18,Linke.PDS,0.05
emnid,2005-05-18,LINKE,NA
emnid,2005-05-18,PIRATEN,NA
emnid,2005-05-18,AfD,NA
emnid,NA,CDU/CSU,0.45
emnid,NA,SPD,0.28
emnid,NA,GRÜNE,0.09
emnid,NA,FDP,0.08
emnid,NA,PDS,NA
emnid,NA,Rechte,NA
emnid,NA,Sonstige,0.05
emnid,NA,Linke.PDS,0.05
emnid,NA,LINKE,NA
emnid,NA,PIRATEN,NA
emnid,NA,AfD,NA
emnid,NA,CDU/CSU,0.45
emnid,NA,SPD,0.29
emnid,NA,GRÜNE,0.09
emnid,NA,FDP,0.07
emnid,NA,PDS,NA
emnid,NA,Rechte,NA
emnid,NA,Sonstige,0.05
emnid,NA,Linke.PDS,0.05
emnid,NA,LINKE,NA
emnid,NA,PIRATEN,NA
emnid,NA,AfD,NA
emnid,2005-04-26,CDU/CSU,0.45
emnid,2005-04-26,SPD,0.29
emnid,2005-04-26,GRÜNE,0.09
emnid,2005-04-26,FDP,0.07
emnid,2005-04-26,PDS,NA
emnid,2005-04-26,Rechte,NA
emnid,2005-04-26,Sonstige,0.04
emnid,2005-04-26,Linke.PDS,0.06
emnid,2005-04-26,LINKE,NA
emnid,2005-04-26,PIRATEN,NA
emnid,2005-04-26,AfD,NA
emnid,2005-04-19,CDU/CSU,0.45
emnid,2005-04-19,SPD,0.29
emnid,2005-04-19,GRÜNE,0.09
emnid,2005-04-19,FDP,0.07
emnid,2005-04-19,PDS,NA
emnid,2005-04-19,Rechte,NA
emnid,2005-04-19,Sonstige,0.05
emnid,2005-04-19,Linke.PDS,0.05
emnid,2005-04-19,LINKE,NA
emnid,2005-04-19,PIRATEN,NA
emnid,2005-04-19,AfD,NA
emnid,2005-04-12,CDU/CSU,0.44
emnid,2005-04-12,SPD,0.3
emnid,2005-04-12,GRÜNE,0.1
emnid,2005-04-12,FDP,0.07
